capital_gain,capital_loss,hours_pw,gender,income_bracket,age,country_name,education,ethnicity,relationship_role,marital_relationship,marriage_status,work_class,occupation
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,0-9,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
10-19K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,1-2K,30-39,F,>50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
10-19K,0-1K,50-59,M,>50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,70-79,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,>50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,70-79,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,1-2K,50-59,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,90-99,M,<=50K,50-59,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,60-69,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,60-69,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,>50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,70-79,F,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,>50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,50-59,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,10-19,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,60-69,F,<=50K,50-59,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,0-9,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,>50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,20-29,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,1-2K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,1-2K,30-39,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
10-19K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,60-69,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,1-2K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
10-19K,0-1K,40-49,F,>50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,10-19,F,<=50K,70-79,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,>50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,20-29,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,1-2K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,40-49,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,30-39,M,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,50-59,M,>50K,20-29,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
0-9K,0-1K,40-49,F,<=50K,30-39,United-States,Bachelors,White,Not-in-family,Never-married,Not Married,Private,Prof-specialty
